a1_bin,a2_bin,count
0.0,1.0,368
1.0,0.0,362
1.0,1.0,188
1.0,4.0,1
1.0,10.0,1
2.0,0.0,1
2.0,1.0,6
2.0,3.0,1
3.0,1.0,1
3.0,2.0,1
4.0,1.0,1
10.0,1.0,1
