a1_bin,a2_bin,count
0.0,1.0,379
0.0,2.0,2
1.0,0.0,449
1.0,1.0,170
1.0,2.0,4
1.0,3.0,1
1.0,4.0,1
1.0,10.0,1
2.0,1.0,3
2.0,2.0,2
2.0,4.0,1
3.0,1.0,1
5.0,4.0,1
9.0,1.0,1
